chr6	10006593	10011053	4461
chr6	10011092	10028789	17698
chr6	10028837	10032016	3180
chr6	10032874	10034606	1733
chr6	10034638	10035999	1362
chr6	10036283	10042784	6502
chr6	10043072	10043075	4
chr6	10043393	10046351	2959
chr6	10046401	10048774	2374
chr6	10048815	10050884	2070
chr6	10050918	10053399	2482
chr6	10053703	10060084	6382
chr6	10060129	10061141	1013
chr6	10061301	10061324	24
chr6	10061444	10061548	105
chr6	10061777	10065997	4221
chr6	10066028	10066961	934
chr6	10067001	10071061	4061
chr6	10071883	10072561	679
chr6	10072609	10074263	1655
chr6	10080269	10085694	5426
chr6	10085725	10086294	570
chr6	10086349	10101714	15366
chr6	10102020	10103414	1395
chr6	10103464	10106156	2693
chr6	10106182	10108456	2275
chr6	10108488	10109608	1121
chr6	10110682	10112505	1824
chr6	10112557	10114561	2005
chr6	10114590	10114776	187
chr6	10115064	10120411	5348
chr6	10120452	10123279	2828
chr6	10123726	10124267	542
chr6	10124312	10125253	942
chr6	10125555	10127350	1796
chr6	10127656	10129101	1446
chr6	10129277	10129380	104
chr6	10129763	10134711	4949
chr6	10134766	10136896	2131
chr6	10136923	10142918	5996
chr6	10143223	10144022	800
chr6	10144312	10148279	3968
chr6	10148350	10153856	5507
chr6	10153891	10159543	5653
chr6	10159664	10161931	2268
chr6	10161967	10162836	870
chr6	10162890	10163579	690
chr6	10163616	10164877	1262
chr6	10165015	10165862	848
chr6	10165900	10168994	3095
chr6	10169251	10170083	833
chr6	10170128	10178790	8663
chr6	10179092	10181938	2847
chr6	10183461	10189473	6013
chr6	10189505	10193759	4255
chr6	10194191	10196516	2326
chr6	10196786	10199560	2775
chr6	10199834	10200222	389
chr6	10200530	10203955	3426
chr6	10204061	10210780	6720
chr6	10211075	10211264	190
chr6	10211429	10211940	512
chr6	10212026	10215083	3058
chr6	10215121	10220004	4884
chr6	10220235	10223258	3024
chr6	10223401	10224547	1147
chr6	10231536	10231791	256
chr6	10232096	10232200	105
chr6	10232245	10233471	1227
chr6	10233774	10235118	1345
chr6	10235157	10235392	236
chr6	10250405	10250605	201
chr6	10250891	10257048	6158
chr6	10257075	10263780	6706
chr6	10264123	10264217	95
chr6	10264255	10272349	8095
chr6	10272384	10273617	1234
chr6	10273656	10276496	2841
chr6	10276526	10279735	3210
chr6	10281227	10282764	1538
chr6	10282800	10287641	4842
chr6	10287684	10288314	631
chr6	10288341	10290436	2096
chr6	10290472	10294367	3896
chr6	10294480	10295146	667
chr6	10295791	10297109	1319
chr6	10297139	10299918	2780
chr6	10299966	10301572	1607
chr6	10301613	10307420	5808
chr6	10307739	10308715	977
chr6	10309147	10309342	196
chr6	10309650	10317724	8075
chr6	10317805	10319016	1212
chr6	10319314	10321251	1938
chr6	10323836	10332316	8481
chr6	10332379	10336759	4381
chr6	10338522	10339560	1039
chr6	10339597	10345838	6242
chr6	10345885	10346795	911
chr6	10346860	10361629	14770
chr6	10361922	10362405	484
chr6	10362722	10363105	384
chr6	10363395	10372450	9056
chr6	10374070	10375880	1811
chr6	10376173	10378049	1877
chr6	10378135	10378822	688
chr6	10379136	10384883	5748
chr6	10384925	10388006	3082
chr6	10388319	10388792	474
chr6	10389105	10389307	203
chr6	10389663	10391244	1582
chr6	10392303	10394399	2097
chr6	10394577	10399796	5220
chr6	10399941	10403308	3368
chr6	10403620	10403710	91
chr6	10403750	10406389	2640
chr6	10406434	10407549	1116
chr6	10407857	10414384	6528
chr6	10414422	10414989	568
chr6	10415301	10416233	933
chr6	10416536	10420391	3856
chr6	10420694	10425167	4474
chr6	10425469	10427667	2199
chr6	10428032	10429249	1218
chr6	10429565	10430532	968
chr6	10430585	10430681	97
chr6	10430992	10434832	3841
chr6	10435110	10437136	2027
chr6	10437171	10440726	3556
chr6	10441032	10441034	3
chr6	10441167	10442711	1545
chr6	10444290	10444519	230
chr6	10444558	10445446	889
chr6	10446835	10449133	2299
chr6	10449431	10454512	5082
chr6	10454769	10455828	1060
chr6	10455878	10456146	269
chr6	10456180	10456355	176
chr6	10456435	10457129	695
chr6	10457431	10468494	11064
chr6	10468803	10470833	2031
chr6	10470895	10471394	500
chr6	10472535	10473294	760
chr6	10474792	10474935	144
chr6	10475242	10477225	1984
chr6	10477268	10479234	1967
chr6	10479525	10482842	3318
chr6	10483145	10484903	1759
chr6	10485206	10487245	2040
chr6	10487556	10488077	522
chr6	10488372	10489544	1173
chr6	10490341	10491511	1171
chr6	10492101	10492951	851
chr6	10493479	10494894	1416
chr6	11256953	11262537	5585
chr6	11262645	11268026	5382
chr6	11268070	11270425	2356
chr6	11270499	11278885	8387
chr6	11280478	11281515	1038
chr6	11500568	11503059	2492
chr6	11503435	11507085	3651
chr6	11507118	11510784	3667
chr6	11511328	11514918	3591
chr6	11515176	11515272	97
chr6	11515333	11516227	895
chr6	11516525	11524750	8226
chr6	11524794	11525171	378
chr6	11525633	11527615	1983
chr6	11527659	11527699	41
chr6	11527807	11531640	3834
chr6	11531684	11539371	7688
chr6	11539674	11543761	4088
chr6	11543805	11550123	6319
chr6	11550169	11552335	2167
chr6	11552645	11553176	532
chr6	11553216	11559918	6703
chr6	11559985	11560028	44
chr6	11566174	11570349	4176
chr6	11570648	11572355	1708
chr6	11572854	11574142	1289
chr6	11574435	11574776	342
chr6	11574807	11576318	1512
chr6	11576363	11577763	1401
chr6	11577798	11578993	1196
chr6	11579296	11592383	13088
chr6	11592678	11601694	9017
chr6	11601992	11605187	3196
chr6	11605371	11606542	1172
chr6	11606840	11610794	3955
chr6	11611100	11612123	1024
chr6	11612434	11617939	5506
chr6	11618048	11620536	2489
chr6	11620581	11623830	3250
chr6	11623858	11624442	585
chr6	11624490	11626375	1886
chr6	11626418	11628088	1671
chr6	11628375	11633536	5162
chr6	11633582	11634381	800
chr6	11634421	11635966	1546
chr6	11701744	11704599	2856
chr6	11704897	11707415	2519
chr6	11707451	11707887	437
chr6	11708173	11712782	4610
chr6	11712808	11720024	7217
chr6	11720067	11722646	2580
chr6	11722676	11724274	1599
chr6	11724381	11725335	955
chr6	11725488	11731077	5590
chr6	11731104	11731820	717
chr6	11733316	11742605	9290
chr6	11742637	11750135	7499
chr6	11750410	11750571	162
chr6	11750610	11756279	5670
chr6	11756431	11757235	805
chr6	11757492	11759081	1590
chr6	11759113	11759695	583
chr6	11759729	11759924	196
chr6	11759967	11760587	621
chr6	11760721	11760730	10
chr6	11761036	11763751	2716
chr6	11763893	11764161	269
chr6	11764191	11766589	2399
chr6	11766644	11767089	446
chr6	11767151	11773019	5869
chr6	11773059	11775273	2215
chr6	11775306	11776996	1691
chr6	11777441	11779884	2444
chr6	11779910	11780638	729
chr6	11780677	11781192	516
chr6	11781231	11783565	2335
chr6	11783612	11787148	3537
chr6	11787190	11790322	3133
chr6	11790415	11797089	6675
chr6	11802837	11802959	123
chr6	11803005	11804622	1618
chr6	11804663	11809110	4448
chr6	11809167	11811740	2574
chr6	11902400	11916852	14453
chr6	11917146	11917999	854
chr6	11918066	11922246	4181
chr6	11922277	11924950	2674
chr6	11925258	11932442	7185
chr6	11932719	11933321	603
chr6	11933369	11936787	3419
chr6	11936828	11940447	3620
chr6	11940481	11941420	940
chr6	11941717	11941788	72
chr6	11941816	11942472	657
chr6	11942508	11945113	2606
chr6	11951566	11952735	1170
chr6	11952769	11953122	354
chr6	11953174	11954777	1604
chr6	11954863	11961885	7023
chr6	11962005	11971994	9990
chr6	11972041	11972762	722
chr6	11973408	11976814	3407
chr6	11976861	11977545	685
chr6	11977848	11983398	5551
chr6	11983483	11989884	6402
chr6	11992243	11995126	2884
chr6	11995170	12003643	8474
chr6	12003947	12007382	3436
chr6	12007659	12011438	3780
chr6	12011739	12011842	104
chr6	12011897	12012983	1087
chr6	12014119	12014909	791
chr6	12015607	12017973	2367
chr6	12018008	12025237	7230
chr6	12025263	12025983	721
chr6	12026031	12027998	1968
chr6	12028093	12029130	1038
chr6	12029163	12040450	11288
chr6	12040678	12041061	384
chr6	12042647	12043552	906
chr6	12043585	12047303	3719
chr6	12047561	12055051	7491
chr6	12055127	12062997	7871
chr6	12063045	12066357	3313
chr6	12066399	12066894	496
chr6	12066932	12070414	3483
chr6	12070709	12072311	1603
chr6	12072597	12072862	266
chr6	12072982	12075393	2412
chr6	12075562	12077916	2355
chr6	12078216	12081228	3013
chr6	12081286	12088560	7275
chr6	12283219	12284898	1680
chr6	12285550	12287801	2252
chr6	12287850	12287856	7
chr6	12287905	12289297	1393
chr6	12289617	12292271	2655
chr6	12292309	12295354	3046
chr6	12295380	12296067	688
chr6	12296189	12297703	1515
chr6	12297785	12302737	4953
chr6	12303044	12304454	1411
chr6	12304490	12305155	666
chr6	12305198	12305494	297
chr6	12305804	12311441	5638
chr6	12311475	12312013	539
chr6	12312313	12313408	1096
chr6	12313704	12317429	3726
chr6	12317666	12319336	1671
chr6	12319647	12320719	1073
chr6	12320760	12323896	3137
chr6	12324177	12334975	10799
chr6	12335055	12340263	5209
chr6	12340289	12345042	4754
chr6	12345494	12347280	1787
chr6	12347307	12348820	1514
chr6	12348851	12349373	523
chr6	12349662	12355386	5725
chr6	12355413	12368371	12959
chr6	12368397	12371181	2785
chr6	12371286	12372736	1451
chr6	12372956	12383147	10192
chr6	12383244	12384100	857
chr6	12384410	12386828	2419
chr6	12387142	12388578	1437
chr6	12415414	12420393	4980
chr6	12420674	12421831	1158
chr6	12421860	12422377	518
chr6	12422406	12423460	1055
chr6	12423577	12427667	4091
chr6	12428410	12431991	3582
chr6	12432302	12437534	5233
chr6	12437850	12440994	3145
chr6	12441240	12441713	474
chr6	12441831	12442004	174
chr6	12442304	12445194	2891
chr6	12445507	12445659	153
chr6	12445967	12446470	504
chr6	12446786	12452747	5962
chr6	12452807	12452930	124
chr6	12452980	12452996	17
chr6	12453152	12455264	2113
chr6	12455577	12456236	660
chr6	12456330	12456969	640
chr6	12457016	12460971	3956
chr6	12461029	12473562	12534
chr6	12473590	12474028	439
chr6	12474103	12485783	11681
chr6	12485826	12491187	5362
chr6	12492058	12493759	1702
chr6	12493849	12502379	8531
chr6	12502410	12505105	2696
chr6	12505388	12507388	2001
chr6	12509097	12510768	1672
chr6	12511083	12516539	5457
chr6	12516792	12517895	1104
chr6	12517921	12518069	149
chr6	12518100	12519330	1231
chr6	12519399	12530553	11155
chr6	12530682	12531621	940
chr6	12531653	12532820	1168
chr6	12534718	12541113	6396
chr6	12541173	12548682	7510
chr6	12548753	12549802	1050
chr6	12549848	12550235	388
chr6	12550546	12551977	1432
chr6	12552039	12552857	819
chr6	12553150	12557793	4644
chr6	12557828	12558089	262
chr6	12558124	12561742	3619
chr6	12562802	12562929	128
chr6	12563025	12564356	1332
chr6	12564656	12567554	2899
chr6	12567585	12567729	145
chr6	12567762	12570202	2441
chr6	12579902	12581347	1446
chr6	12581629	12584001	2373
chr6	12584278	12589986	5709
chr6	12590031	12600370	10340
chr6	12600421	12602486	2066
chr6	12602602	12604877	2276
chr6	12604909	12605520	612
chr6	12605549	12614471	8923
chr6	12614500	12617981	3482
chr6	12618546	12620910	2365
chr6	12621049	12622050	1002
chr6	12623376	12625483	2108
chr6	12626510	12629665	3156
chr6	12629955	12633268	3314
chr6	12633312	12634162	851
chr6	12634625	12636026	1402
chr6	12636313	12638228	1916
chr6	12638300	12641761	3462
chr6	12641793	12643659	1867
chr6	12643788	12643820	33
chr6	12643855	12643965	111
chr6	12644008	12650420	6413
chr6	12651642	12657410	5769
chr6	12663566	12663688	123
chr6	12663749	12665081	1333
chr6	12665124	12666102	979
chr6	12666174	12666716	543
chr6	12666845	12671447	4603
chr6	12671547	12677217	5671
chr6	12677284	12679964	2681
chr6	12679993	12680984	992
chr6	12703623	12703801	179
chr6	12703831	12708030	4200
chr6	12708089	12709628	1540
chr6	12709671	12709971	301
chr6	12709999	12713452	3454
chr6	12713485	12714526	1042
chr6	12714560	12716689	2130
chr6	12716724	12717647	924
chr6	12717977	12722571	4595
chr6	12722602	12723775	1174
chr6	12724006	12724207	202
chr6	12724248	12724411	164
chr6	12724724	12725321	598
chr6	12725635	12726819	1185
chr6	12726874	12729622	2749
chr6	12729764	12729843	80
chr6	12730052	12730220	169
chr6	12730249	12730676	428
chr6	12736488	12736787	300
chr6	12736878	12741168	4291
chr6	12743649	12747028	3380
chr6	12747054	12747689	636
chr6	12747889	12748017	129
chr6	12748072	12749177	1106
chr6	12749203	12749859	657
chr6	12750529	12750870	342
chr6	12752808	12754990	2183
chr6	12755017	12756843	1827
chr6	12756872	12757770	899
chr6	12757815	12760056	2242
chr6	12760157	12763617	3461
chr6	12763671	12767441	3771
chr6	12767752	12769142	1391
chr6	12769447	12772187	2741
chr6	12772497	12773699	1203
chr6	12773730	12775387	1658
chr6	12775798	12779120	3323
chr6	12779615	12779776	162
chr6	12779814	12780494	681
chr6	12780874	12783736	2863
chr6	12783766	12788127	4362
chr6	12788172	12792054	3883
chr6	12792451	12792755	305
chr6	12793030	12795299	2270
chr6	12795326	12796615	1290
chr6	12796675	12798974	2300
chr6	12799009	12799307	299
chr6	12799334	12800976	1643
chr6	12801048	12803511	2464
chr6	12803573	12803709	137
chr6	12803769	12805582	1814
chr6	12806029	12810415	4387
chr6	12810442	12814983	4542
chr6	13446795	13453074	6280
chr6	13453374	13455952	2579
chr6	13456009	13456039	31
chr6	13605849	13606058	210
chr6	13606363	13606822	460
chr6	13607092	13608876	1785
chr6	13609175	13610290	1116
chr6	13610341	13613013	2673
chr6	13613127	13613975	849
chr6	13614322	13615258	937
chr6	13615555	13618429	2875
chr6	13619803	13620611	809
chr6	13620867	13621284	418
chr6	13621327	13625264	3938
chr6	13625306	13625755	450
chr6	13630954	13633089	2136
chr6	13633134	13633439	306
chr6	13633610	13635626	2017
chr6	13635912	13638097	2186
chr6	13638392	13638443	52
chr6	13638742	13643447	4706
chr6	13643610	13648271	4662
chr6	13648564	13648588	25
chr6	13648688	13649596	909
chr6	13650148	13650460	313
chr6	13650486	13651483	998
chr6	13651528	13654876	3349
chr6	13655521	13655914	394
chr6	13656168	13656301	134
chr6	13656611	13656687	77
chr6	13656725	13658983	2259
chr6	13659021	13660629	1609
chr6	13660751	13663178	2428
chr6	13663222	13664547	1326
chr6	13664848	13665734	887
chr6	13665761	13665794	34
chr6	13665849	13666814	966
chr6	13666915	13669485	2571
chr6	13669783	13670854	1072
chr6	13671167	13671439	273
chr6	13671557	13672483	927
chr6	13830047	13830089	43
chr6	13830396	13834205	3810
chr6	13834512	13840865	6354
chr6	13841157	13844480	3324
chr6	13844796	13845781	986
chr6	13845916	13846891	976
chr6	13847195	13847780	586
chr6	13847875	13851270	3396
chr6	13851855	13854121	2267
chr6	13854415	13855224	810
chr6	13855258	13855701	444
chr6	13855968	13858672	2705
chr6	13858980	13862015	3036
chr6	13862324	13864260	1937
chr6	13864554	13870202	5649
chr6	13870614	13872300	1687
chr6	13872331	13872988	658
chr6	13873302	13873514	213
chr6	13873847	13875846	2000
chr6	13875879	13877322	1444
chr6	13878168	13880144	1977
chr6	13880446	13880525	80
chr6	13881834	13884456	2623
chr6	13884755	13884758	4
chr6	13933053	13937017	3965
chr6	13938110	13938187	78
chr6	13938221	13940504	2284
chr6	13940793	13942325	1533
chr6	13942778	13943447	670
chr6	13943814	13945370	1557
chr6	13945452	13945848	397
chr6	13946161	13946513	353
chr6	13946549	13948013	1465
chr6	13948060	13949220	1161
chr6	13949517	13952906	3390
chr6	13952956	13952968	13
chr6	13953284	13953574	291
chr6	13953764	13954392	629
chr6	13954727	13957049	2323
chr6	13957093	13957587	495
chr6	13957899	13958790	892
chr6	13958863	13966032	7170
chr6	13966060	13966724	665
chr6	13966778	13967295	518
chr6	13967327	13968050	724
chr6	13968752	13972893	4142
chr6	13973255	13976413	3159
chr6	13976477	13977106	630
chr6	13977138	13979007	1870
chr6	13980697	13981592	896
chr6	13981629	13981712	84
chr6	13982242	13987073	4832
chr6	13991294	13991315	22
chr6	13991603	13994714	3112
chr6	13994791	13997970	3180
chr6	13998261	13999772	1512
chr6	13999830	14004610	4781
chr6	14005171	14009169	3999
chr6	14009480	14010393	914
chr6	14010690	14010763	74
chr6	14010794	14011220	427
chr6	14011282	14017168	5887
chr6	14017223	14018358	1136
chr6	14018656	14022654	3999
chr6	14098520	14101279	2760
chr6	14101353	14102408	1056
chr6	14102447	14102779	333
chr6	14102820	14104281	1462
chr6	14104566	14110496	5931
chr6	14110973	14114278	3306
chr6	14114587	14118100	3514
chr6	14118133	14126100	7968
chr6	14126605	14133151	6547
chr6	14133190	14134276	1087
chr6	14134317	14136907	2591
chr6	14137002	14139504	2503
chr6	14139539	14145270	5732
chr6	14145304	14149120	3817
chr6	14149926	14151986	2061
chr6	14152036	14152148	113
chr6	14152455	14154034	1580
chr6	14154318	14163175	8858
chr6	14163489	14165359	1871
chr6	14165651	14170144	4494
chr6	14170187	14175568	5382
chr6	14175875	14176295	421
chr6	14176355	14176644	290
chr6	14177402	14178072	671
chr6	14178392	14180029	1638
chr6	14180317	14180908	592
chr6	14180958	14182712	1755
chr6	14182748	14183704	957
chr6	14183731	14187270	3540
chr6	14187946	14188736	791
chr6	14189052	14194809	5758
chr6	14194836	14195623	788
chr6	14195926	14197709	1784
chr6	14198101	14200779	2679
chr6	14200849	14206272	5424
chr6	14206524	14213325	6802
chr6	14213370	14215464	2095
chr6	14255128	14262434	7307
chr6	14262470	14265253	2784
chr6	14265368	14265529	162
chr6	14265559	14266237	679
chr6	14266289	14271667	5379
chr6	14271954	14274361	2408
chr6	14274394	14274524	131
chr6	14274828	14276198	1371
chr6	14276226	14280819	4594
chr6	14280848	14281092	245
chr6	14281139	14309359	28221
chr6	14309413	14310196	784
chr6	14310239	14310378	140
chr6	14310408	14319060	8653
chr6	14319724	14326702	6979
chr6	14326775	14333042	6268
chr6	14333074	14340512	7439
chr6	14340547	14340676	130
chr6	14340988	14341410	423
chr6	14341477	14341880	404
chr6	14341919	14345386	3468
chr6	14352063	14359073	7011
chr6	14359108	14360096	989
chr6	14360184	14362502	2319
chr6	14362530	14365795	3266
chr6	14366093	14370554	4462
chr6	14370602	14372877	2276
chr6	14373191	14374723	1533
chr6	14374749	14377643	2895
chr6	14377693	14377741	49
chr6	14377792	14378335	544
chr6	14403665	14404102	438
chr6	14404138	14404591	454
chr6	14404635	14405151	517
chr6	14405981	14407352	1372
chr6	14411034	14415863	4830
chr6	14415892	14416353	462
chr6	14416404	14424277	7874
chr6	14424544	14438822	14279
chr6	14439116	14446487	7372
chr6	14446615	14457683	11069
